Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Difference,Power,Tool_Wear_Percent
1,298.7,309.9,1446,43.3,46,11.199999999999989,62611.799999999996,18.4
1,299.2,310.7,1477,44.0,19,11.5,64988.0,7.6
1,300.6,309.4,1369,51.6,71,8.799999999999955,70640.40000000001,28.4
1,301.1,311.1,1429,42.5,123,10.0,60732.5,49.2
1,297.5,308.6,1388,48.2,203,11.100000000000023,66901.6,81.2
2,303.5,312.3,1532,41.7,32,8.800000000000011,63884.4,12.8
1,300.0,311.5,1349,48.6,113,11.5,65561.40000000001,45.2
1,300.2,311.5,1639,31.1,31,11.300000000000011,50972.9,12.4
1,299.8,309.4,1633,27.5,29,9.599999999999966,44907.5,11.600000000000001
2,299.0,310.0,1338,56.4,29,11.0,75463.2,11.600000000000001
1,298.3,308.0,1442,47.3,65,9.699999999999989,68206.59999999999,26.0
2,300.6,311.7,1424,50.8,182,11.099999999999966,72339.2,72.8
1,300.5,312.0,1415,44.6,23,11.5,63109.0,9.2
1,297.3,308.4,1339,52.1,36,11.099999999999966,69761.90000000001,14.399999999999999
2,298.8,309.6,1384,48.2,39,10.800000000000011,66708.8,15.6
1,298.4,309.5,1692,28.3,136,11.100000000000023,47883.6,54.400000000000006
1,297.5,308.6,1793,26.7,70,11.100000000000023,47873.1,28.000000000000004
2,303.1,312.5,1667,30.0,160,9.399999999999977,50010.0,64.0
1,300.5,311.5,1302,49.6,80,11.0,64579.200000000004,32.0
2,301.6,310.6,1309,65.8,75,9.0,86132.2,30.0
1,298.2,308.1,1462,50.8,27,9.900000000000034,74269.59999999999,10.8
1,301.3,311.0,1856,21.9,189,9.699999999999989,40646.399999999994,75.6
0,296.9,308.3,1474,39.2,177,11.400000000000034,57780.8,70.8
1,300.3,309.9,1377,55.3,4,9.599999999999966,76148.09999999999,1.6
2,301.9,311.3,1522,35.6,63,9.400000000000034,54183.200000000004,25.2
1,300.7,312.3,1715,26.8,146,11.600000000000023,45962.0,58.4
2,298.3,309.4,1595,29.0,103,11.099999999999966,46255.0,41.199999999999996
1,303.3,311.6,1301,45.1,219,8.300000000000011,58675.1,87.6
2,301.7,310.1,1644,34.6,5,8.400000000000034,56882.4,2.0
2,300.4,310.6,1448,44.9,21,10.200000000000045,65015.2,8.4
2,300.4,309.6,1521,35.0,119,9.200000000000045,53235.0,47.599999999999994
1,302.2,310.6,1348,48.4,161,8.400000000000034,65243.2,64.4
1,300.0,311.2,1504,37.9,58,11.199999999999989,57001.6,23.200000000000003
1,300.4,311.7,1314,59.5,160,11.300000000000011,78183.0,64.0
1,300.5,310.3,1435,43.3,31,9.800000000000011,62135.49999999999,12.4
1,297.9,309.0,1456,46.5,52,11.100000000000023,67704.0,20.8
2,300.1,311.7,1400,48.5,205,11.599999999999966,67900.0,82.0
1,300.0,309.4,1460,43.5,102,9.399999999999977,63510.0,40.8
1,298.0,309.6,1403,51.3,122,11.600000000000023,71973.9,48.8
1,300.5,311.4,1432,47.5,51,10.899999999999977,68020.0,20.4
2,302.2,311.7,1393,42.5,53,9.5,59202.5,21.2
1,297.3,308.7,1556,36.7,114,11.399999999999977,57105.200000000004,45.6
1,299.4,308.9,1451,40.5,168,9.5,58765.5,67.2
1,298.9,308.9,1753,25.8,33,10.0,45227.4,13.200000000000001
1,300.3,311.9,1692,31.5,187,11.599999999999966,53298.0,74.8
1,299.9,309.3,1620,31.1,196,9.400000000000034,50382.0,78.4
1,300.2,310.0,1486,40.1,182,9.800000000000011,59588.6,72.8
1,302.9,312.2,1469,42.0,214,9.300000000000011,61698.0,85.6
1,298.9,310.0,1776,25.7,51,11.100000000000023,45643.2,20.4
0,300.2,311.5,1454,42.8,88,11.300000000000011,62231.2,35.199999999999996
1,300.5,311.1,1491,42.6,11,10.600000000000023,63516.6,4.3999999999999995
1,300.8,310.8,1460,53.8,41,10.0,78548.0,16.400000000000002
1,302.3,311.8,1433,50.3,183,9.5,72079.9,73.2
1,301.9,310.8,1735,31.5,66,8.900000000000034,54652.5,26.400000000000002
1,303.4,311.5,1414,44.8,71,8.100000000000023,63347.2,28.4
1,303.5,311.9,1344,49.3,93,8.399999999999977,66259.2,37.2
2,299.1,310.4,1422,49.3,69,11.299999999999955,70104.59999999999,27.6
2,298.0,309.4,1276,65.9,50,11.399999999999977,84088.40000000001,20.0
1,300.1,309.6,1546,36.7,77,9.5,56738.200000000004,30.8
1,299.6,309.1,2266,15.3,79,9.5,34669.8,31.6
1,298.2,308.4,1497,37.7,207,10.199999999999989,56436.9,82.8
1,297.0,307.8,1774,28.0,188,10.800000000000011,49672.0,75.2
1,297.4,308.8,1620,33.4,186,11.400000000000034,54108.0,74.4
2,295.3,305.7,1473,38.5,189,10.399999999999977,56710.5,75.6
1,298.8,308.5,1450,50.8,57,9.699999999999989,73660.0,22.8
1,301.3,310.6,1966,22.6,161,9.300000000000011,44431.600000000006,64.4
1,300.1,309.3,1570,36.8,189,9.199999999999989,57775.99999999999,75.6
2,300.9,309.5,1758,26.8,116,8.600000000000023,47114.4,46.400000000000006
0,303.2,311.2,1475,43.1,20,8.0,63572.5,8.0
2,301.5,311.1,1396,43.5,112,9.600000000000023,60726.0,44.800000000000004
2,297.4,309.1,1463,35.0,183,11.700000000000045,51205.0,73.2
1,298.0,308.3,1473,42.6,107,10.300000000000011,62749.8,42.8
1,300.4,309.5,1525,51.3,4,9.100000000000023,78232.5,1.6
1,298.1,308.9,1351,52.4,102,10.799999999999955,70792.4,40.8
1,298.0,308.7,1506,47.0,208,10.699999999999989,70782.0,83.2
1,302.3,311.8,1281,51.7,61,9.5,66227.7,24.4
1,298.4,309.7,1457,44.2,175,11.300000000000011,64399.4,70.0
1,299.2,308.5,1488,40.3,148,9.300000000000011,59966.399999999994,59.199999999999996
2,303.8,312.7,1374,53.6,136,8.899999999999977,73646.40000000001,54.400000000000006
1,302.9,312.2,1605,33.9,86,9.300000000000011,54409.5,34.4
1,298.8,309.6,1890,24.0,173,10.800000000000011,45360.0,69.19999999999999
1,303.6,312.0,1391,50.3,101,8.399999999999977,69967.3,40.400000000000006
1,298.6,309.8,1597,35.9,213,11.199999999999989,57332.299999999996,85.2
1,297.9,307.8,1365,46.9,73,9.900000000000034,64018.5,29.2
1,301.2,310.7,1517,39.4,107,9.5,59769.799999999996,42.8
0,298.1,308.3,1530,42.0,184,10.199999999999989,64260.0,73.6
1,301.0,311.3,1342,50.9,60,10.300000000000011,68307.8,24.0
1,297.7,308.2,2007,19.3,181,10.5,38735.1,72.39999999999999
1,303.2,311.4,1324,54.2,228,8.199999999999989,71760.8,91.2
2,297.4,308.7,1582,31.9,161,11.300000000000011,50465.799999999996,64.4
1,297.4,308.4,1664,28.1,67,11.0,46758.4,26.8
1,298.6,309.4,1471,48.0,141,10.799999999999955,70608.0,56.39999999999999
1,302.9,312.3,1435,47.7,173,9.400000000000034,68449.5,69.19999999999999
0,298.0,308.6,1526,41.8,160,10.600000000000023,63786.799999999996,64.0
1,300.7,310.5,1561,33.2,48,9.800000000000011,51825.200000000004,19.2
2,300.6,309.9,1449,42.4,169,9.299999999999955,61437.6,67.60000000000001
1,301.7,311.0,1548,40.3,21,9.300000000000011,62384.399999999994,8.4
1,302.0,310.9,1539,34.2,13,8.899999999999977,52633.8,5.2
1,302.6,311.0,1424,38.0,144,8.399999999999977,54112.0,57.599999999999994
1,299.0,310.4,1483,41.5,96,11.399999999999977,61544.5,38.4
0,297.5,308.5,1393,46.6,56,11.0,64913.8,22.400000000000002
1,298.1,309.0,1559,34.0,54,10.899999999999977,53006.0,21.6
1,298.9,308.6,1539,45.4,4,9.700000000000045,69870.59999999999,1.6
2,303.7,312.7,1316,51.8,197,9.0,68168.8,78.8
0,298.4,308.4,1479,39.2,58,10.0,57976.8,23.200000000000003
2,301.0,309.8,1594,31.1,143,8.800000000000011,49573.4,57.199999999999996
1,302.3,311.2,1401,49.7,118,8.899999999999977,69629.7,47.199999999999996
1,298.1,308.5,1676,30.5,22,10.399999999999977,51118.0,8.799999999999999
2,299.6,309.1,1435,48.4,143,9.5,69454.0,57.199999999999996
1,298.4,307.9,1743,27.3,134,9.5,47583.9,53.6
2,299.0,310.1,1705,30.1,84,11.100000000000023,51320.5,33.6
1,296.7,307.8,1605,31.3,128,11.100000000000023,50236.5,51.2
1,298.8,309.8,1485,42.4,74,11.0,62964.0,29.599999999999998
1,301.6,310.1,1362,55.8,70,8.5,75999.59999999999,28.000000000000004
1,299.1,310.4,1450,40.9,85,11.299999999999955,59305.0,34.0
1,302.5,311.1,1493,39.0,137,8.600000000000023,58227.0,54.800000000000004
2,297.5,308.6,1486,45.9,78,11.100000000000023,68207.4,31.2
1,297.3,308.1,1468,49.8,0,10.800000000000011,73106.4,0.0
2,296.5,307.4,1565,43.5,194,10.899999999999977,68077.5,77.60000000000001
2,298.1,309.0,1976,19.3,158,10.899999999999977,38136.8,63.2
1,300.7,311.9,1335,57.1,194,11.199999999999989,76228.5,77.60000000000001
2,300.2,309.7,1183,61.4,170,9.5,72636.2,68.0
1,300.8,312.5,1517,39.2,107,11.699999999999989,59466.4,42.8
1,298.7,309.9,1371,51.3,201,11.199999999999989,70332.3,80.4
1,301.3,310.7,1536,39.3,31,9.399999999999977,60364.799999999996,12.4
1,300.8,312.6,1376,53.6,119,11.800000000000011,73753.6,47.599999999999994
2,298.4,309.7,1679,33.3,167,11.300000000000011,55910.7,66.8
1,301.8,310.7,1461,44.2,49,8.899999999999977,64576.200000000004,19.6
1,300.7,312.3,1418,49.0,69,11.600000000000023,69482.0,27.6
2,297.5,308.3,1476,45.6,31,10.800000000000011,67305.6,12.4
1,299.2,308.5,1487,41.2,140,9.300000000000011,61264.4,56.00000000000001
1,299.3,309.0,1491,38.4,115,9.699999999999989,57254.4,46.0
2,297.6,308.6,1482,38.3,39,11.0,56760.6,15.6
1,300.9,309.7,1460,42.1,181,8.800000000000011,61466.0,72.39999999999999
0,297.7,309.4,1608,30.2,135,11.699999999999989,48561.6,54.0
1,298.4,309.2,1610,32.4,194,10.800000000000011,52164.0,77.60000000000001
1,301.4,310.4,1430,50.9,178,9.0,72787.0,71.2
2,299.3,310.5,1563,42.1,19,11.199999999999989,65802.3,7.6
2,301.6,310.7,1421,44.4,94,9.099999999999966,63092.4,37.6
2,298.3,308.0,1766,26.0,96,9.699999999999989,45916.0,38.4
0,297.3,308.1,1477,52.3,2,10.800000000000011,77247.09999999999,0.8
2,297.9,309.1,1614,38.1,62,11.200000000000045,61493.4,24.8
1,297.4,308.8,1447,58.1,129,11.400000000000034,84070.7,51.6
1,297.7,308.4,1740,27.1,136,10.699999999999989,47154.0,54.400000000000006
1,298.5,309.4,1578,36.3,71,10.899999999999977,57281.399999999994,28.4
1,297.7,308.9,1458,41.1,14,11.199999999999989,59923.8,5.6000000000000005
2,298.3,308.8,1349,52.1,104,10.5,70282.90000000001,41.6
1,296.8,307.9,1706,30.8,111,11.099999999999966,52544.8,44.4
1,301.3,311.2,1675,32.1,12,9.899999999999977,53767.5,4.8
1,300.6,310.6,2127,18.7,53,10.0,39774.9,21.2
1,298.5,308.3,1504,38.0,20,9.800000000000011,57152.0,8.0
2,298.0,308.1,1587,32.3,30,10.100000000000023,51260.1,12.0
2,300.7,310.6,1778,27.1,215,9.900000000000034,48183.8,86.0
1,300.9,312.1,1359,51.7,146,11.200000000000045,70260.3,58.4
1,303.6,312.3,1451,43.4,119,8.699999999999989,62973.4,47.599999999999994
1,297.4,308.2,1386,41.0,35,10.800000000000011,56826.0,14.000000000000002
2,304.1,313.2,1586,41.1,129,9.099999999999966,65184.600000000006,51.6
2,298.6,309.5,1404,43.3,33,10.899999999999977,60793.2,13.200000000000001
2,302.5,311.1,1638,32.0,198,8.600000000000023,52416.0,79.2
1,299.0,309.9,1373,55.7,201,10.899999999999977,76476.1,80.4
2,302.4,310.3,1375,52.5,161,7.900000000000034,72187.5,64.4
1,304.1,313.0,1566,37.2,7,8.899999999999977,58255.200000000004,2.8000000000000003
1,302.3,311.4,1476,37.3,20,9.099999999999966,55054.799999999996,8.0
1,300.6,309.4,1410,40.6,99,8.799999999999955,57246.0,39.6
1,297.5,309.3,1623,33.4,74,11.800000000000011,54208.2,29.599999999999998
1,298.3,308.1,1412,52.3,218,9.800000000000011,73847.59999999999,87.2
2,296.2,307.2,1168,63.4,172,11.0,74051.2,68.8
1,300.3,309.2,1532,40.2,194,8.899999999999977,61586.4,77.60000000000001
2,299.4,308.6,1541,39.1,109,9.200000000000045,60253.100000000006,43.6
1,299.8,309.6,1598,31.0,139,9.800000000000011,49538.0,55.60000000000001
2,300.5,311.3,1468,41.1,34,10.800000000000011,60334.8,13.600000000000001
1,303.1,312.9,1511,40.1,107,9.799999999999955,60591.1,42.8
0,297.2,308.3,1453,45.8,105,11.100000000000023,66547.4,42.0
1,299.5,309.0,1498,44.6,101,9.5,66810.8,40.400000000000006
2,298.7,309.4,1375,48.3,157,10.699999999999989,66412.5,62.8
2,302.5,311.9,1298,57.5,57,9.399999999999977,74635.0,22.8
1,298.2,308.3,1688,32.0,202,10.100000000000023,54016.0,80.80000000000001
2,298.5,308.7,1367,47.3,47,10.199999999999989,64659.1,18.8
2,296.3,307.3,1498,41.6,15,11.0,62316.8,6.0
0,302.8,312.3,1336,57.5,187,9.5,76820.0,74.8
1,299.0,309.4,1419,48.3,91,10.399999999999977,68537.7,36.4
2,300.1,310.3,1345,57.1,71,10.199999999999989,76799.5,28.4
1,299.0,310.3,1483,39.2,153,11.300000000000011,58133.600000000006,61.199999999999996
2,296.9,307.8,1544,37.6,109,10.900000000000034,58054.4,43.6
1,298.9,308.8,1530,38.3,23,9.900000000000034,58598.99999999999,9.2
2,299.9,310.4,1576,34.3,188,10.5,54056.799999999996,75.2
1,302.0,310.6,1467,44.9,86,8.600000000000023,65868.3,34.4
1,298.7,308.4,1694,28.7,195,9.699999999999989,48617.799999999996,78.0
1,300.1,310.5,1356,45.8,126,10.399999999999977,62104.799999999996,50.4
2,300.9,311.5,1704,31.3,159,10.600000000000023,53335.200000000004,63.6
1,299.4,309.0,1800,24.3,128,9.600000000000023,43740.0,51.2
2,302.5,312.0,1521,40.2,174,9.5,61144.200000000004,69.6
1,301.1,311.0,1565,52.3,183,9.899999999999977,81849.5,73.2
1,297.6,308.0,1258,57.4,139,10.399999999999977,72209.2,55.60000000000001
1,296.9,308.1,1741,28.8,60,11.200000000000045,50140.8,24.0
2,302.6,312.0,1496,45.0,79,9.399999999999977,67320.0,31.6
1,297.4,308.3,1412,42.0,111,10.900000000000034,59304.0,44.4
2,297.4,308.4,1517,41.0,18,11.0,62197.0,7.199999999999999
2,298.4,309.0,1507,36.1,191,10.600000000000023,54402.700000000004,76.4
2,298.5,309.7,1557,37.7,86,11.199999999999989,58698.9,34.4
2,302.3,311.7,1504,37.3,107,9.399999999999977,56099.2,42.8
1,297.5,308.5,1597,36.4,112,11.0,58130.799999999996,44.800000000000004
0,300.7,309.6,1403,51.3,174,8.900000000000034,71973.9,69.6
2,299.0,310.2,1598,33.4,44,11.199999999999989,53373.2,17.599999999999998
2,299.3,308.7,1390,49.3,215,9.399999999999977,68527.0,86.0
0,300.2,309.7,1483,43.8,108,9.5,64955.399999999994,43.2
0,297.8,308.4,1512,35.1,138,10.599999999999966,53071.200000000004,55.2
1,298.4,309.2,1335,53.5,168,10.800000000000011,71422.5,67.2
2,297.6,308.5,1490,43.4,154,10.899999999999977,64666.0,61.6
2,298.9,309.0,1812,25.9,174,10.100000000000023,46930.799999999996,69.6
1,301.4,310.4,1433,43.4,86,9.0,62192.2,34.4
2,300.6,310.5,1462,41.3,68,9.899999999999977,60380.6,27.200000000000003
1,297.7,308.2,1446,43.9,172,10.5,63479.4,68.8
1,301.0,311.3,1472,35.3,73,10.300000000000011,51961.6,29.2
1,298.9,309.9,1309,56.2,119,11.0,73565.8,47.599999999999994
2,301.0,310.9,1515,41.8,170,9.899999999999977,63326.99999999999,68.0
1,300.4,311.8,1589,42.0,201,11.400000000000034,66738.0,80.4
0,297.2,308.5,2440,14.0,166,11.300000000000011,34160.0,66.4
0,296.5,307.4,1432,49.2,64,10.899999999999977,70454.40000000001,25.6
1,300.3,311.7,1406,47.5,14,11.399999999999977,66785.0,5.6000000000000005
1,302.6,311.9,1448,49.5,72,9.299999999999955,71676.0,28.799999999999997
1,298.0,308.2,1620,35.8,5,10.199999999999989,57995.99999999999,2.0
1,301.5,310.4,1474,39.9,53,8.899999999999977,58812.6,21.2
0,299.8,309.0,1467,37.3,193,9.199999999999989,54719.1,77.2
1,300.5,311.4,1466,41.8,112,10.899999999999977,61278.799999999996,44.800000000000004
1,298.6,308.2,1361,68.2,172,9.599999999999966,92820.2,68.8
1,301.9,310.9,1542,36.7,101,9.0,56591.4,40.400000000000006
1,302.5,312.0,1456,46.3,208,9.5,67412.8,83.2
1,300.2,311.7,1640,30.8,191,11.5,50512.0,76.4
2,295.5,305.9,1453,47.3,9,10.399999999999977,68726.9,3.5999999999999996
1,297.5,308.9,1729,28.1,189,11.399999999999977,48584.9,75.6
2,298.0,309.9,1445,45.2,55,11.899999999999977,65314.00000000001,22.0
1,304.2,313.4,1475,40.2,98,9.199999999999989,59295.00000000001,39.2
2,298.9,308.9,1679,28.7,181,10.0,48187.299999999996,72.39999999999999
1,300.2,310.0,1389,53.6,184,9.800000000000011,74450.40000000001,73.6
1,300.9,310.3,1440,47.6,140,9.400000000000034,68544.0,56.00000000000001
2,302.3,311.1,1435,43.1,149,8.800000000000011,61848.5,59.599999999999994
1,302.9,312.5,1629,30.4,74,9.600000000000023,49521.6,29.599999999999998
1,297.0,308.1,1489,44.1,96,11.100000000000023,65664.90000000001,38.4
2,297.4,308.1,1620,31.2,143,10.700000000000045,50544.0,57.199999999999996
2,302.4,311.1,1432,44.5,195,8.700000000000045,63724.0,78.0
0,298.4,308.3,1458,42.9,15,9.900000000000034,62548.2,6.0
1,298.2,308.7,2186,17.8,31,10.5,38910.8,12.4
2,298.2,308.3,1560,33.0,181,10.100000000000023,51480.0,72.39999999999999
1,298.6,309.8,1544,30.2,113,11.199999999999989,46628.799999999996,45.2
1,300.3,309.9,1570,34.0,31,9.599999999999966,53380.0,12.4
1,299.5,309.3,1442,46.2,5,9.800000000000011,66620.40000000001,2.0
2,302.3,310.9,1558,31.9,207,8.599999999999966,49700.2,82.8
2,299.7,309.1,1576,36.4,149,9.400000000000034,57366.399999999994,59.599999999999994
2,302.1,311.3,1497,38.4,28,9.199999999999989,57484.799999999996,11.200000000000001
1,297.1,307.8,1584,42.3,135,10.699999999999989,67003.2,54.0
2,300.9,310.7,1268,56.3,161,9.800000000000011,71388.4,64.4
0,299.1,308.8,1553,32.6,90,9.699999999999989,50627.8,36.0
2,298.2,308.5,2678,10.7,86,10.300000000000011,28654.6,34.4
1,297.9,309.8,1336,71.6,31,11.900000000000034,95657.59999999999,12.4
1,301.6,310.6,1613,42.5,97,9.0,68552.5,38.800000000000004
1,297.9,307.8,1286,59.5,55,9.900000000000034,76517.0,22.0
1,297.4,307.9,1557,35.5,174,10.5,55273.5,69.6
1,300.7,311.0,1318,48.2,128,10.300000000000011,63527.600000000006,51.2
1,302.4,311.1,1446,42.9,5,8.700000000000045,62033.4,2.0
2,298.5,308.6,1344,53.0,114,10.100000000000023,71232.0,45.6
2,301.8,310.8,1618,37.8,59,9.0,61160.399999999994,23.599999999999998
1,300.1,311.4,1356,45.7,149,11.299999999999955,61969.200000000004,59.599999999999994
1,302.8,312.3,1494,37.5,198,9.5,56025.0,79.2
1,302.6,310.5,1511,37.2,197,7.899999999999977,56209.200000000004,78.8
1,300.9,312.4,1372,51.0,142,11.5,69972.0,56.8
2,296.7,307.5,1515,42.1,55,10.800000000000011,63781.5,22.0
1,299.1,310.5,1496,35.2,60,11.399999999999977,52659.200000000004,24.0
1,298.8,309.8,1490,40.6,124,11.0,60494.0,49.6
2,304.0,313.0,1377,56.0,61,9.0,77112.0,24.4
1,301.5,310.8,1367,49.0,193,9.300000000000011,66983.0,77.2
1,303.9,313.2,1481,44.1,197,9.300000000000011,65312.1,78.8
1,301.8,310.7,1751,29.3,133,8.899999999999977,51304.3,53.2
2,300.1,309.2,1418,39.8,221,9.099999999999966,56436.399999999994,88.4
1,302.0,311.0,1566,37.8,218,9.0,59194.799999999996,87.2
1,302.8,310.6,1617,37.9,207,7.800000000000011,61284.299999999996,82.8
2,297.6,309.0,1815,25.3,66,11.399999999999977,45919.5,26.400000000000002
1,298.4,308.6,1609,35.0,103,10.200000000000045,56315.0,41.199999999999996
2,300.0,309.6,1423,48.7,67,9.600000000000023,69300.1,26.8
1,297.9,308.5,1305,47.2,155,10.600000000000023,61596.00000000001,62.0
1,298.1,307.9,1614,35.8,196,9.799999999999955,57781.2,78.4
1,299.5,309.3,1462,46.7,7,9.800000000000011,68275.40000000001,2.8000000000000003
1,303.5,312.3,1404,48.6,193,8.800000000000011,68234.40000000001,77.2
1,300.9,310.6,1504,46.4,129,9.700000000000045,69785.59999999999,51.6
1,299.9,310.1,1681,29.1,197,10.200000000000045,48917.100000000006,78.8
1,301.2,310.7,1568,38.3,49,9.5,60054.399999999994,19.6
2,299.2,308.8,1523,38.9,112,9.600000000000023,59244.7,44.800000000000004
1,302.3,310.1,1321,52.7,134,7.800000000000011,69616.7,53.6
1,297.3,308.7,1551,40.0,125,11.399999999999977,62040.0,50.0
2,300.6,309.4,1367,63.2,45,8.799999999999955,86394.40000000001,18.0
1,299.1,310.1,1486,40.7,39,11.0,60480.200000000004,15.6
2,298.2,307.7,1681,31.0,84,9.5,52111.0,33.6
2,299.2,310.4,1504,43.3,37,11.199999999999989,65123.2,14.799999999999999
1,304.0,313.1,1404,47.1,90,9.100000000000023,66128.40000000001,36.0
2,297.3,308.2,1677,34.9,21,10.899999999999977,58527.299999999996,8.4
0,302.1,311.6,1701,26.2,46,9.5,44566.2,18.4
2,303.5,312.7,1402,47.0,23,9.199999999999989,65894.0,9.2
1,301.9,310.7,1717,26.8,27,8.800000000000011,46015.6,10.8
2,299.2,310.0,1349,50.4,226,10.800000000000011,67989.59999999999,90.4
2,298.0,307.5,1784,27.8,163,9.5,49595.200000000004,65.2
2,303.4,311.4,1307,54.0,44,8.0,70578.0,17.599999999999998
1,300.3,311.7,1821,26.3,202,11.399999999999977,47892.3,80.80000000000001
1,298.9,308.5,1742,34.5,117,9.600000000000023,60099.0,46.800000000000004
1,297.5,308.4,1633,33.3,213,10.899999999999977,54378.899999999994,85.2
1,301.3,310.7,1516,46.0,119,9.399999999999977,69736.0,47.599999999999994
1,298.5,308.2,1654,27.1,13,9.699999999999989,44823.4,5.2
1,298.3,307.9,1703,28.9,147,9.599999999999966,49216.7,58.8
2,298.6,309.5,1684,27.8,44,10.899999999999977,46815.200000000004,17.599999999999998
2,298.2,307.8,1411,53.4,110,9.600000000000023,75347.4,44.0
2,298.2,308.9,1585,34.3,33,10.699999999999989,54365.49999999999,13.200000000000001
1,300.7,309.9,1412,45.3,155,9.199999999999989,63963.6,62.0
1,298.3,308.4,1585,30.6,127,10.099999999999966,48501.0,50.8
1,297.4,308.3,1493,41.2,43,10.900000000000034,61511.600000000006,17.2
0,300.4,309.9,2563,12.8,81,9.5,32806.4,32.4
2,302.1,310.1,1379,48.2,166,8.0,66467.8,66.4
1,298.5,309.5,1428,43.5,87,11.0,62118.0,34.8
0,303.8,312.9,1570,35.8,147,9.099999999999966,56205.99999999999,58.8
1,300.7,309.6,1541,34.6,131,8.900000000000034,53318.600000000006,52.400000000000006
0,297.6,309.6,1278,50.4,2,12.0,64411.2,0.8
1,300.1,309.3,1712,28.5,141,9.199999999999989,48792.0,56.39999999999999
2,301.3,310.5,1481,39.7,85,9.199999999999989,58795.700000000004,34.0
1,298.0,309.6,1536,37.3,120,11.600000000000023,57292.799999999996,48.0
1,300.4,309.9,1496,31.8,154,9.5,47572.8,61.6
1,296.9,307.7,1464,41.4,6,10.800000000000011,60609.6,2.4
1,299.3,309.1,1634,36.8,62,9.800000000000011,60131.2,24.8
2,298.8,310.2,1583,35.7,116,11.399999999999977,56513.100000000006,46.400000000000006
1,303.8,312.9,1442,48.3,52,9.099999999999966,69648.59999999999,20.8
2,298.7,309.8,1528,36.7,197,11.100000000000023,56077.600000000006,78.8
1,300.7,312.1,1395,41.9,157,11.400000000000034,58450.5,62.8
1,299.2,308.5,1867,27.0,138,9.300000000000011,50409.0,55.2
1,298.5,309.7,2617,12.1,102,11.199999999999989,31665.7,40.8
2,300.5,309.8,1508,37.8,150,9.300000000000011,57002.399999999994,60.0
2,300.3,309.1,1458,44.3,175,8.800000000000011,64589.399999999994,70.0
0,302.4,312.0,1457,43.4,23,9.600000000000023,63233.799999999996,9.2
1,299.3,309.1,1293,53.7,189,9.800000000000011,69434.1,75.6
2,300.3,311.1,1350,58.7,130,10.800000000000011,79245.0,52.0
1,303.1,312.7,1353,51.8,97,9.599999999999966,70085.4,38.800000000000004
1,300.5,312.0,1646,29.5,106,11.5,48557.0,42.4
1,297.1,307.8,1477,36.6,177,10.699999999999989,54058.200000000004,70.8
1,298.9,310.2,1971,23.2,155,11.300000000000011,45727.2,62.0
1,299.1,308.3,1325,46.9,28,9.199999999999989,62142.5,11.200000000000001
1,297.7,308.7,1479,45.7,93,11.0,67590.3,37.2
1,304.0,313.1,1720,28.7,106,9.100000000000023,49364.0,42.4
